name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,GDP_local,date
Guatemala,GTM,GTQ,25,7.6802,4353.115,32730.523,2019-07-09
Hong Kong,HKG,HKD,20.5,7.8105,48310.038,378678.232,2019-07-09
Honduras,HND,HNL,86,24.4834,2506.539,59915.056,2019-07-09
Croatia,HRV,HRK,22,6.5981,15465.998,13090.248,2019-07-09
Hungary,HUN,HUF,900,290.5412,16593.03,4483630.224,2019-07-09
Indonesia,IDN,IDR,32000,14130,3945.583,56173024.391,2019-07-09
India,IND,INR,183,68.5544,1966.255,137486.236,2019-07-09
Ireland,IRL,EUR,4.3,0.892339267,80475.227,68113.335,2019-07-09
Israel,ISR,ILS,17,3.5667,42285.344,151827.985,2019-07-09
Italy,ITA,EUR,4.3,0.892339267,35042.793,29659.829,2019-07-09
Jordan,JOR,JOD,2.3,0.709,4152.263,2943.949,2019-07-09
Japan,JPN,JPY,390,108.765,39850.331,4400400.278,2019-07-09
South Korea,KOR,KRW,4500,1180.55,35363.952,38906122.777,2019-07-09
Kuwait,KWT,KWD,1.1,0.3045,31369.182,9471.506,2019-07-09
Lebanon,LBN,LBP,6500,1507,9225.506,13907450.697,2019-07-09
Sri Lanka,LKA,LKR,640,175.675,4360.149,708441.809,2019-07-09
Lithuania,LTU,EUR,2.85,0.892339267,19258.807,16300.44,2019-07-09
Latvia,LVA,EUR,2.85,0.892339267,17195.706,14554.254,2019-07-09
Moldova,MDA,MDL,43,17.8142,4121.047,69244.477,2019-07-09
Mexico,MEX,MXN,50,18.89525,9970.967,191884.694,2019-07-09
Malaysia,MYS,MYR,8.85,4.1425,11079.614,44708.363,2019-07-09
Nicaragua,NIC,NIO,110,33.1621,2010.903,63450.449,2019-07-09
Netherlands,NLD,EUR,4.06,0.892339267,54138.331,45822.08,2019-07-09
Norway,NOR,NOK,42,8.65275,82605.966,671793.015,2019-07-09
New Zealand,NZL,NZD,6.4,1.513431706,42796.836,61760.253,2019-07-09
Oman,OMN,OMR,1.21,0.385,19885.271,7645.887,2019-07-09
Pakistan,PAK,PKR,480,157.45,1698.034,186840.572,2019-07-09
Peru,PER,PEN,10.5,3.2868,7281.666,23935.746,2019-07-09
Philippines,PHL,PHP,142,51.3175,3279.519,172704.151,2019-07-09
Poland,POL,PLN,10.8,3.80775,15658.061,56550.13,2019-07-09
Portugal,PRT,EUR,3.25,0.892339267,23436.023,19835.988,2019-07-09
Qatar,QAT,QAR,13,3.64175,66421.617,241774.685,2019-07-09
Romania,ROU,RON,9.3,4.2192,12473.519,49128.995,2019-07-09
Russia,RUS,RUB,130,63.83875,11182.638,702627.739,2019-07-09
Saudi Arabia,SAU,SAR,13,3.75035,29360.031,110100.115,2019-07-09
Singapore,SGP,SGD,5.8,1.3613,66881.623,90212.72,2019-07-09
Slovakia,SVK,EUR,3.2,0.892339267,19595.393,16585.322,2019-07-09
Slovenia,SVN,EUR,2.4,0.892339267,25987.659,21995.665,2019-07-09
Sweden,SWE,SEK,51,9.47505,53728.192,467033.294,2019-07-09
Thailand,THA,THB,119,30.8275,7298.941,235830.442,2019-07-09
Turkey,TUR,TRY,13.99,5.722,9917.054,46758.623,2019-07-09
Taiwan,TWN,TWD,72,31.172,25888.836,780876.345,2019-07-09
Ukraine,UKR,UAH,57,25.6475,3118.001,84802.208,2019-07-09
Uruguay,URY,UYU,164,35.1695,18656.026,572985.643,2019-07-09
United States,USA,USD,4.71,1,63165.278,63165.278,2019-07-09
Vietnam,VNM,VND,65000,23231,3216.254,74039698.836,2019-07-09
South Africa,ZAF,ZAR,31,14.175,6956.41,92098.81,2019-07-09
United Arab Emirates,ARE,AED,14.75,3.67315,46974.083,172512.321,2020-01-14
Argentina,ARG,ARS,171,60.0656,11786.433,331385.005,2020-01-14
Australia,AUS,AUD,6.45,1.449065353,56356.895,75329.295,2020-01-14
Austria,AUT,EUR,3.84,0.899159286,50963.207,43134.69,2020-01-14
Azerbaijan,AZE,AZN,3.95,1.6965,4759.796,8091.654,2020-01-14
Belgium,BEL,EUR,4.3,0.899159286,47627.406,40311.305,2020-01-14
Bahrain,BHR,BHD,1.4,0.377,26324.407,9897.977,2020-01-14
Brazil,BRA,BRL,19.9,4.1419,9281.668,33913.589,2020-01-14
Canada,CAN,CAD,6.77,1.30655,46617.97,60408.402,2020-01-14
Switzerland,CHE,CHF,6.5,0.96825,85559.711,83668.128,2020-01-14
Chile,CHL,CLP,2640,772.74,15755.003,10102435.897,2020-01-14
China,CHN,CNY,21.5,6.885,10040.46,66427.683,2020-01-14
Colombia,COL,COP,11900,3287.625,6923.64,20468748.983,2020-01-14
Costa Rica,CRI,CRC,2350,569.965,12428.924,7170945.547,2020-01-14
Czech Republic,CZE,CZK,85,22.63095,23661.699,514166.745,2020-01-14
Germany,DEU,EUR,4.14,0.899159286,49384.527,41798.513,2020-01-14
Denmark,DNK,DKK,30,6.71935,61456.783,388076.157,2020-01-14
Egypt,EGY,EGP,42,15.88,2710.158,48055.613,2020-01-14
Spain,ESP,EUR,4.2,0.899159286,30526.94,25837.662,2020-01-14
Estonia,EST,EUR,3.2,0.899159286,23628.862,19999.206,2020-01-14
Euro area,EUZ,EUR,4.12,0.899159286,40574.2377122116,34341.5824574696,2020-01-14
Finland,FIN,EUR,4.83,0.899159286,49698.347,42064.127,2020-01-14
France,FRA,EUR,4.2,0.899159286,41539.756,35158.786,2020-01-14
Britain,GBR,GBP,3.39,0.76866905,43275.096,32396.652,2020-01-14
Greece,GRC,EUR,3.3,0.899159286,19867.086,16815.28,2020-01-14
Guatemala,GTM,GTQ,25,7.7063,4353.115,32730.523,2020-01-14
Hong Kong,HKG,HKD,20.5,7.77535,48310.038,378678.232,2020-01-14
Honduras,HND,HNL,87,24.6548,2506.539,59915.056,2020-01-14
Croatia,HRV,HRK,22,6.6965,15465.998,13090.248,2020-01-14
Hungary,HUN,HUF,900,298.7502,16593.03,4483630.224,2020-01-14
Indonesia,IDN,IDR,33000,13670,3945.583,56173024.391,2020-01-14
India,IND,INR,188,70.87815,1966.255,137486.236,2020-01-14
Ireland,IRL,EUR,4.2,0.899159286,80475.227,68113.335,2020-01-14
Israel,ISR,ILS,17,3.4595,42285.344,151827.985,2020-01-14
Italy,ITA,EUR,4.3,0.899159286,35042.793,29659.829,2020-01-14
Jordan,JOR,JOD,2.3,0.709,4152.263,2943.949,2020-01-14
Japan,JPN,JPY,390,110.04,39850.331,4400400.278,2020-01-14
South Korea,KOR,KRW,4500,1156.1,35363.952,38906122.777,2020-01-14
Kuwait,KWT,KWD,1.1,0.3034,31369.182,9471.506,2020-01-14
Lebanon,LBN,LBP,6500,1514,9225.506,13907450.697,2020-01-14
Sri Lanka,LKA,LKR,580,181.45,4360.149,708441.809,2020-01-14
Lithuania,LTU,EUR,2.85,0.899159286,19258.807,16300.44,2020-01-14
Latvia,LVA,EUR,2.85,0.899159286,17195.706,14554.254,2020-01-14
Moldova,MDA,MDL,45,17.42,4121.047,69244.477,2020-01-14
Mexico,MEX,MXN,50,18.8205,9970.967,191884.694,2020-01-14
Malaysia,MYS,MYR,9.5,4.0745,11079.614,44708.363,2020-01-14
Nicaragua,NIC,NIO,120,33.8763,2010.903,63450.449,2020-01-14
Netherlands,NLD,EUR,4.09,0.899159286,54138.331,45822.08,2020-01-14
Norway,NOR,NOK,53,8.87515,82605.966,671793.015,2020-01-14
New Zealand,NZL,NZD,6.5,1.513546239,42796.836,61760.253,2020-01-14
Oman,OMN,OMR,1.155,0.38505,19885.271,7645.887,2020-01-14
Pakistan,PAK,PKR,520,154.875,1698.034,186840.572,2020-01-14
Peru,PER,PEN,11.9,3.3276,7281.666,23935.746,2020-01-14
Philippines,PHL,PHP,142,50.58,3279.519,172704.151,2020-01-14
Poland,POL,PLN,11,3.7966,15658.061,56550.13,2020-01-14
Portugal,PRT,EUR,3.25,0.899159286,23436.023,19835.988,2020-01-14
Qatar,QAT,QAR,13,3.641,66421.617,241774.685,2020-01-14
Romania,ROU,RON,9.5,4.2982,12473.519,49128.995,2020-01-14
Russia,RUS,RUB,135,61.4325,11182.638,702627.739,2020-01-14
Saudi Arabia,SAU,SAR,13,3.7518,29360.031,110100.115,2020-01-14
Singapore,SGP,SGD,5.9,1.34715,66881.623,90212.72,2020-01-14
Slovakia,SVK,EUR,3.4,0.899159286,19595.393,16585.322,2020-01-14
Slovenia,SVN,EUR,2.4,0.899159286,25987.659,21995.665,2020-01-14
Sweden,SWE,SEK,51.5,9.4591,53728.192,467033.294,2020-01-14
Thailand,THA,THB,115,30.2775,7298.941,235830.442,2020-01-14
Turkey,TUR,TRY,12.99,5.88025,9917.054,46758.623,2020-01-14
Taiwan,TWN,TWD,72,29.8845,25888.836,780876.345,2020-01-14
Ukraine,UKR,UAH,57,23.99,3118.001,84802.208,2020-01-14
Uruguay,URY,UYU,179,37.435,18656.026,572985.643,2020-01-14
United States,USA,USD,4.82,1,63165.278,63165.278,2020-01-14
Vietnam,VNM,VND,66000,23176,3216.254,74039698.836,2020-01-14
South Africa,ZAF,ZAR,31,14.391,6956.41,92098.81,2020-01-14
United Arab Emirates,ARE,AED,14.75,3.67295,45615.088,167521.412,2020-07-01
Argentina,ARG,ARS,250,71.24065,9941.59,479729.91,2020-07-01
Australia,AUS,AUD,6.55,1.430615165,54320.676,78111.577,2020-07-01
Austria,AUT,EUR,3.86,0.879623521,50010.449,44668.217,2020-07-01
Azerbaijan,AZE,AZN,3.95,1.699,4841.145,8229.947,2020-07-01
Belgium,BEL,EUR,4.35,0.879623521,46858.358,41852.84,2020-07-01
Bahrain,BHR,BHD,1.4,0.37705,27259.726,10249.657,2020-07-01
Brazil,BRA,BRL,20.9,5.34045,9010.512,35541.739,2020-07-01
Canada,CAN,CAD,6.88,1.3552,46430.975,61604.309,2020-07-01
Switzerland,CHE,CHF,6.5,0.94125,84481.63,83950.17,2020-07-01
Chile,CHL,CLP,2740,787.7,14551.577,10233396.744,2020-07-01
China,CHN,CNY,21.7,7.0035,10334.456,71394.729,2020-07-01
Colombia,COL,COP,11900,3617.01,6540.135,21460723.75,2020-07-01
Costa Rica,CRI,CRC,2350,581.825,12691.127,7454064.411,2020-07-01
Czech Republic,CZE,CZK,89,23.4134,24013.061,550673.517,2020-07-01
Germany,DEU,EUR,4.45,0.879623521,48177.607,43031.164,2020-07-01
Denmark,DNK,DKK,30,6.54935,59489.614,396762.808,2020-07-01
Egypt,EGY,EGP,42,15.95,3214.301,56582.406,2020-07-01
Spain,ESP,EUR,4.1,0.879623521,29664.183,26495.386,2020-07-01
Estonia,EST,EUR,3.2,0.879623521,24023.899,21457.61,2020-07-01
Euro area,EUZ,EUR,4.21,0.879623521,39633.7357303344,35399.9695346119,2020-07-01
Finland,FIN,EUR,4.88,0.879623521,48395.834,43226.079,2020-07-01
France,FRA,EUR,4.2,0.879623521,40487.302,36162.355,2020-07-01
Britain,GBR,GBP,3.39,0.79255003,42712.614,33443.433,2020-07-01
Greece,GRC,EUR,3.3,0.879623521,19332.053,17266.958,2020-07-01
Guatemala,GTM,GTQ,25,7.693,4511.059,34727.483,2020-07-01
Hong Kong,HKG,HKD,20.5,7.75095,48277.982,378302.241,2020-07-01
Honduras,HND,HNL,87,24.6907,2546.765,62416.071,2020-07-01
Croatia,HRV,HRK,22,6.6272,15566.354,13903.52,2020-07-01
Hungary,HUN,HUF,900,311.37795,17002.758,4942319.175,2020-07-01
Indonesia,IDN,IDR,34000,14435,4192.768,59317914.263,2020-07-01
India,IND,INR,190,75.1975,2041.428,144731.111,2020-07-01
Ireland,IRL,EUR,4.3,0.879623521,81525.884,72817.1,2020-07-01
Israel,ISR,ILS,17,3.4367,44106.474,157218.734,2020-07-01
Italy,ITA,EUR,4.3,0.879623521,33767.024,30159.952,2020-07-01
Jordan,JOR,JOD,2.3,0.709,4165.546,2953.366,2020-07-01
Japan,JPN,JPY,390,107.275,40547.967,4420120.305,2020-07-01
South Korea,KOR,KRW,4500,1200.95,33826.944,39420483.277,2020-07-01
Kuwait,KWT,KWD,1.15,0.3078,31549.877,9578.99,2020-07-01
Lebanon,LBN,LBP,9000,1512,8808.242,13883481.696,2020-07-01
Sri Lanka,LKA,LKR,680,185.85,4082.694,729760.859,2020-07-01
Lithuania,LTU,EUR,2.85,0.879623521,19612.26,17517.233,2020-07-01
Latvia,LVA,EUR,2.85,0.879623521,17241.515,15399.736,2020-07-01
Moldova,MDA,MDL,47,17.075,4371.701,76824.49,2020-07-01
Mexico,MEX,MXN,50,22.436,10251.145,197474.29,2020-07-01
Malaysia,MYS,MYR,9.99,4.2655,11228.291,46512.86,2020-07-01
Nicaragua,NIC,NIO,120,34.3752,1940.178,64189.391,2020-07-01
Netherlands,NLD,EUR,4.09,0.879623521,53755.165,48012.914,2020-07-01
Norway,NOR,NOK,52,9.37105,76303.704,671472.593,2020-07-01
New Zealand,NZL,NZD,6.6,1.51779616,42396.594,64307.071,2020-07-01
Oman,OMN,OMR,1.1,0.385,19069.329,7332.157,2020-07-01
Pakistan,PAK,PKR,550,166.5,1500.683,204713.255,2020-07-01
Peru,PER,PEN,11.9,3.4973,7357.801,24552.675,2020-07-01
Philippines,PHL,PHP,142,49.426,3512.195,181916.898,2020-07-01
Poland,POL,PLN,11,3.94345,15869.042,60936.462,2020-07-01
Portugal,PRT,EUR,3.45,0.879623521,23192.2,20714.755,2020-07-01
Qatar,QAT,QAR,13,3.641,63007.696,229348.012,2020-07-01
Romania,ROU,RON,9.9,4.26005,12962.103,54937.851,2020-07-01
Russia,RUS,RUB,135,70.585,11465.343,741097.434,2020-07-01
Saudi Arabia,SAU,SAR,14,3.75105,29566.714,110875.176,2020-07-01
Singapore,SGP,SGD,5.9,1.3876,65952.022,89969,2020-07-01
Slovakia,SVK,EUR,3.6,0.879623521,19421.492,17346.843,2020-07-01
Slovenia,SVN,EUR,2.5,0.879623521,25909.807,23142.061,2020-07-01
Sweden,SWE,SEK,52.6,9.1384,51405.427,486210.48,2020-07-01
Thailand,THA,THB,128,31.385,7812.886,242571.391,2020-07-01
Turkey,TUR,TRY,13.99,6.8595,9387.652,53307.141,2020-07-01
Taiwan,TWN,TWD,72,29.4565,25992.849,803880.851,2020-07-01
Ukraine,UKR,UAH,59,27.13,3687.839,95301.489,2020-07-01
Uruguay,URY,UYU,189,43.675,17740.464,625375.019,2020-07-01
United States,USA,USD,4.82,1,65561.32,65561.32,2020-07-01
Vietnam,VNM,VND,66000,23180,3439.102,79880604.971,2020-07-01
South Africa,ZAF,ZAR,31,16.6725,6582.757,95131.268,2020-07-01
United Arab Emirates,ARE,AED,14.75,3.67315,45615.088,167521.412,2021-01-01
Argentina,ARG,ARS,320,85.3736,9941.59,479729.91,2021-01-01
Australia,AUS,AUD,6.48,1.299967501,54320.676,78111.577,2021-01-01
Austria,AUT,EUR,3.88,0.823011399,50010.449,44668.217,2021-01-01
Azerbaijan,AZE,AZN,3.95,1.699,4841.145,8229.947,2021-01-01
Belgium,BEL,EUR,4.35,0.823011399,46858.358,41852.84,2021-01-01
Bahrain,BHR,BHD,1.5,0.377,27259.726,10249.657,2021-01-01
Brazil,BRA,BRL,21.9,5.5046,9010.512,35541.739,2021-01-01
Canada,CAN,CAD,6.77,1.2803,46430.975,61604.309,2021-01-01
Switzerland,CHE,CHF,6.5,0.89155,84481.63,83950.17,2021-01-01
Chile,CHL,CLP,2940,719.425,14551.577,10233396.744,2021-01-01
China,CHN,CNY,22.4,6.4751,10334.456,71394.729,2021-01-01
Colombia,COL,COP,12950,3460.5,6540.135,21460723.75,2021-01-01
Costa Rica,CRI,CRC,2350,613.77,12691.127,7454064.411,2021-01-01
Czech Republic,CZE,CZK,89,21.5909,24013.061,550673.517,2021-01-01
Germany,DEU,EUR,4.46,0.823011399,48177.607,43031.164,2021-01-01
Denmark,DNK,DKK,30,6.12065,59489.614,396762.808,2021-01-01
Egypt,EGY,EGP,42.5,15.64,3214.301,56582.406,2021-01-01
Spain,ESP,EUR,4.33,0.823011399,29664.183,26495.386,2021-01-01
Estonia,EST,EUR,3.2,0.823011399,24023.899,21457.61,2021-01-01
Euro area,EUZ,EUR,4.25,0.823011399,39633.7357303344,35399.9695346119,2021-01-01
Finland,FIN,EUR,4.87,0.823011399,48395.834,43226.079,2021-01-01
France,FRA,EUR,4.2,0.823011399,40487.302,36162.355,2021-01-01
Britain,GBR,GBP,3.29,0.74137228,42712.614,33443.433,2021-01-01
Greece,GRC,EUR,3.3,0.823011399,19332.053,17266.958,2021-01-01
Guatemala,GTM,GTQ,25,7.8009,4511.059,34727.483,2021-01-01
Hong Kong,HKG,HKD,20.5,7.75535,48277.982,378302.241,2021-01-01
Honduras,HND,HNL,87,24.103,2546.765,62416.071,2021-01-01
Croatia,HRV,HRK,23,6.23875,15566.354,13903.52,2021-01-01
Hungary,HUN,HUF,900,297.42395,17002.758,4942319.175,2021-01-01
Indonesia,IDN,IDR,34000,14125,4192.768,59317914.263,2021-01-01
India,IND,INR,190,73.39,2041.428,144731.111,2021-01-01
Ireland,IRL,EUR,4.4,0.823011399,81525.884,72817.1,2021-01-01
Israel,ISR,ILS,17,3.179,44106.474,157218.734,2021-01-01
Italy,ITA,EUR,4.3,0.823011399,33767.024,30159.952,2021-01-01
Jordan,JOR,JOD,2.3,0.709,4165.546,2953.366,2021-01-01
Japan,JPN,JPY,390,104.295,40547.967,4420120.305,2021-01-01
South Korea,KOR,KRW,4500,1097.35,33826.944,39420483.277,2021-01-01
Kuwait,KWT,KWD,1.15,0.3037,31549.877,9578.99,2021-01-01
Lebanon,LBN,LBP,15500,8750,8808.242,13883481.696,2021-01-01
Sri Lanka,LKA,LKR,700,189,4082.694,729760.859,2021-01-01
Lithuania,LTU,EUR,2.9,0.823011399,19612.26,17517.233,2021-01-01
Latvia,LVA,EUR,2.85,0.823011399,17241.515,15399.736,2021-01-01
Moldova,MDA,MDL,50,17.225,4371.701,76824.49,2021-01-01
Mexico,MEX,MXN,54,20.11475,10251.145,197474.29,2021-01-01
Malaysia,MYS,MYR,9.99,4.052,11228.291,46512.86,2021-01-01
Nicaragua,NIC,NIO,124,34.8453,1940.178,64189.391,2021-01-01
Netherlands,NLD,EUR,4.13,0.823011399,53755.165,48012.914,2021-01-01
Norway,NOR,NOK,52,8.5439,76303.704,671472.593,2021-01-01
New Zealand,NZL,NZD,6.8,1.395089286,42396.594,64307.071,2021-01-01
Oman,OMN,OMR,1.1,0.385,19069.329,7332.157,2021-01-01
Pakistan,PAK,PKR,550,160.35,1500.683,204713.255,2021-01-01
Peru,PER,PEN,11.9,3.6207,7357.801,24552.675,2021-01-01
Philippines,PHL,PHP,142,48.0925,3512.195,181916.898,2021-01-01
Poland,POL,PLN,13.08,3.7226,15869.042,60936.462,2021-01-01
Portugal,PRT,EUR,3.45,0.823011399,23192.2,20714.755,2021-01-01
Qatar,QAT,QAR,13,3.641,63007.696,229348.012,2021-01-01
Romania,ROU,RON,9.9,4.0089,12962.103,54937.851,2021-01-01
Russia,RUS,RUB,135,74.63,11465.343,741097.434,2021-01-01
Saudi Arabia,SAU,SAR,14,3.7518,29566.714,110875.176,2021-01-01
Singapore,SGP,SGD,5.9,1.3308,65952.022,89969,2021-01-01
Slovakia,SVK,EUR,3.7,0.823011399,19421.492,17346.843,2021-01-01
Slovenia,SVN,EUR,2.5,0.823011399,25909.807,23142.061,2021-01-01
Sweden,SWE,SEK,52.88,8.29525,51405.427,486210.48,2021-01-01
Thailand,THA,THB,128,30.13,7812.886,242571.391,2021-01-01
Turkey,TUR,TRY,14.99,7.4705,9387.652,53307.141,2021-01-01
Taiwan,TWN,TWD,72,27.98,25992.849,803880.851,2021-01-01
Ukraine,UKR,UAH,62,28.14,3687.839,95301.489,2021-01-01
Uruguay,URY,UYU,204,42.495,17740.464,625375.019,2021-01-01
United States,USA,USD,4.89,1,65561.32,65561.32,2021-01-01
Vietnam,VNM,VND,66000,23064,3439.102,79880604.971,2021-01-01
South Africa,ZAF,ZAR,33.5,15.5225,6582.757,95131.268,2021-01-01
United Arab Emirates,ARE,AED,14.75,3.67315,38448.752,141203.043,2021-07-01
Argentina,ARG,ARS,380,96.33375,8489.332,599642.029,2021-07-01
Australia,AUS,AUD,6.55,1.366586949,53165.336,77004.068,2021-07-01
Austria,AUT,EUR,3.92,0.850159405,48764.175,42727.547,2021-07-01
Azerbaijan,AZE,AZN,3.95,1.699,4280.429,7276.729,2021-07-01
Belgium,BEL,EUR,4.45,0.850159405,45933.801,40247.552,2021-07-01
Bahrain,BHR,BHD,1.5,0.377,24342.844,9152.91,2021-07-01
Brazil,BRA,BRL,22.9,5.24865,7057.072,36380.853,2021-07-01
Canada,CAN,CAD,6.77,1.2741,43573.195,58438.307,2021-07-01
Switzerland,CHE,CHF,6.5,0.92275,86136.21,80878.887,2021-07-01
Chile,CHL,CLP,2990,759.285,13056.638,10343022.852,2021-07-01
China,CHN,CNY,22.4,6.4797,10695.519,73807.106,2021-07-01
Colombia,COL,COP,12950,3842.11,5363.241,19807927.158,2021-07-01
Costa Rica,CRI,CRC,2370,617.74,12163.927,7116292.837,2021-07-01
Czech Republic,CZE,CZK,89,21.80065,23464.296,544612.17,2021-07-01
Germany,DEU,EUR,4.45,0.850159405,47953.683,42017.388,2021-07-01
Denmark,DNK,DKK,30,6.3239,61075.932,399568.04,2021-07-01
Egypt,EGY,EGP,42.5,15.67,3802.438,61159.046,2021-07-01
Spain,ESP,EUR,4.4,0.850159405,27188.392,23822.679,2021-07-01
Estonia,EST,EUR,3.2,0.850159405,23914.829,20954.358,2021-07-01
Euro area,EUZ,EUR,4.29,0.850159405,38619.7800847358,33838.9609325624,2021-07-01
Finland,FIN,EUR,4.89,0.850159405,48827.138,42782.716,2021-07-01
France,FRA,EUR,4.3,0.850159405,39230.928,34374.443,2021-07-01
Britain,GBR,GBP,3.49,0.734672887,40230.545,31357.404,2021-07-01
Greece,GRC,EUR,3.3,0.850159405,17839.122,15630.777,2021-07-01
Guatemala,GTM,GTQ,26,7.7448,4477.542,34574.596,2021-07-01
Hong Kong,HKG,HKD,21,7.7729,46446.056,360293.67,2021-07-01
Honduras,HND,HNL,87,23.744,2348.662,57739.11,2021-07-01
Croatia,HRV,HRK,24,6.39805,14797.883,12966.019,2021-07-01
Hungary,HUN,HUF,908,305.64505,16355.505,5037441.016,2021-07-01
Indonesia,IDN,IDR,34000,14517.5,3919.465,57154438.66,2021-07-01
India,IND,INR,190,74.615,1907.043,141550.332,2021-07-01
Ireland,IRL,EUR,4.5,0.850159405,86217.597,75544.526,2021-07-01
Israel,ISR,ILS,17,3.29205,44594.51,153512.402,2021-07-01
Italy,ITA,EUR,4.3,0.850159405,31956.874,28000.861,2021-07-01
Jordan,JOR,JOD,2.13,0.709,4004.321,2839.058,2021-07-01
Japan,JPN,JPY,390,109.935,40159.866,4288052.921,2021-07-01
South Korea,KOR,KRW,4600,1150.35,33653.202,39710953.953,2021-07-01
Kuwait,KWT,KWD,1.25,0.3008,25610.725,7842.644,2021-07-01
Lebanon,LBN,LBP,37000,22000,4410.402,17112361.035,2021-07-01
Sri Lanka,LKA,LKR,700,199.5,3846.175,713821.479,2021-07-01
Lithuania,LTU,EUR,2.9,0.850159405,20407.379,17881.104,2021-07-01
Latvia,LVA,EUR,2.85,0.850159405,17483.696,15319.35,2021-07-01
Moldova,MDA,MDL,52,17.98,4361.472,75551.527,2021-07-01
Mexico,MEX,MXN,64,20.13525,8744.029,187870.791,2021-07-01
Malaysia,MYS,MYR,9.99,4.2245,10400.225,43717.167,2021-07-01
Nicaragua,NIC,NIO,128,35.2063,1924.714,66077.886,2021-07-01
Netherlands,NLD,EUR,4.22,0.850159405,53529.218,46902.715,2021-07-01
Norway,NOR,NOK,57,9.0444,68275.277,642868.631,2021-07-01
New Zealand,NZL,NZD,6.9,1.448750453,41541.377,63907.699,2021-07-01
Oman,OMN,OMR,1.15,0.38505,17076.319,6565.845,2021-07-01
Pakistan,PAK,PKR,580,161.1,1376.512,217835.452,2021-07-01
Peru,PER,PEN,12.9,3.9511,6436.087,22497.609,2021-07-01
Philippines,PHL,PHP,142,50.35,3312.739,164391.712,2021-07-01
Poland,POL,PLN,13.43,3.90685,15963.102,62250.38,2021-07-01
Portugal,PRT,EUR,3.45,0.850159405,22093.25,19358.277,2021-07-01
Qatar,QAT,QAR,13,3.641,50962.499,185503.497,2021-07-01
Romania,ROU,RON,10.6,4.1877,13056.738,55338.526,2021-07-01
Russia,RUS,RUB,135,74.53,10074.759,728860.204,2021-07-01
Saudi Arabia,SAU,SAR,14,3.7507,24318.285,91193.569,2021-07-01
Singapore,SGP,SGD,5.9,1.36825,61410.094,84730.066,2021-07-01
Slovakia,SVK,EUR,3.7,0.850159405,19723.139,17281.567,2021-07-01
Slovenia,SVN,EUR,2.6,0.850159405,25451.13,22300.477,2021-07-01
Sweden,SWE,SEK,54,8.7165,52437.634,482966.81,2021-07-01
Thailand,THA,THB,128,32.81,7169.943,224373.867,2021-07-01
Turkey,TUR,TRY,19.99,8.55725,8758.704,61662.297,2021-07-01
Taiwan,TWN,TWD,72,28.0475,28727.743,849859.999,2021-07-01
Ukraine,UKR,UAH,65,27.22,3780.075,101935.261,2021-07-01
Uruguay,URY,UYU,225,44,15256.943,641028.083,2021-07-01
United States,USA,USD,4.93,1,64518.063,64518.063,2021-07-01
Venezuela,VEN,VES,16020000,3613989.071,1532.618,501.325,2021-07-01
Vietnam,VNM,VND,69000,23028.5,3548.892,82436597.163,2021-07-01
South Africa,ZAF,ZAR,33.5,14.6625,5630.983,92708.031,2021-07-01
United Arab Emirates,ARE,AED,17,3.67305,38448.752,141203.043,2022-01-01
Argentina,ARG,ARS,450,105.0165,8489.332,599642.029,2022-01-01
Australia,AUS,AUD,6.4,1.419345682,53165.336,77004.068,2022-01-01
Austria,AUT,EUR,3.8,0.89206066,48764.175,42727.547,2022-01-01
Azerbaijan,AZE,AZN,4.5,1.699,4280.429,7276.729,2022-01-01
Belgium,BEL,EUR,4.55,0.89206066,45933.801,40247.552,2022-01-01
Bahrain,BHR,BHD,1.5,0.377,24342.844,9152.91,2022-01-01
Brazil,BRA,BRL,22.9,5.31,7057.072,36380.853,2022-01-01
Canada,CAN,CAD,6.77,1.2718,43573.195,58438.307,2022-01-01
Switzerland,CHE,CHF,6.5,0.93105,86136.21,80878.887,2022-01-01
Chile,CHL,CLP,3100,798.6,13056.638,10343022.852,2022-01-01
China,CHN,CNY,24.4,6.36535,10695.519,73807.106,2022-01-01
Colombia,COL,COP,12950,3941.995,5363.241,19807927.158,2022-01-01
Costa Rica,CRI,CRC,2650,642.585,12163.927,7116292.837,2022-01-01
Czech Republic,CZE,CZK,89,21.6802,23464.296,544612.17,2022-01-01
Germany,DEU,EUR,4.46,0.89206066,47953.683,42017.388,2022-01-01
Denmark,DNK,DKK,32,6.6373,61075.932,399568.04,2022-01-01
Egypt,EGY,EGP,42.5,15.71,3802.438,61159.046,2022-01-01
Spain,ESP,EUR,4.58,0.89206066,27188.392,23822.679,2022-01-01
Estonia,EST,EUR,3.4,0.89206066,23914.829,20954.358,2022-01-01
Euro area,EUZ,EUR,4.42,0.89206066,38619.7800847358,33838.9609325624,2022-01-01
Finland,FIN,EUR,4.95,0.89206066,48827.138,42782.716,2022-01-01
France,FRA,EUR,4.35,0.89206066,39230.928,34374.443,2022-01-01
Britain,GBR,GBP,3.59,0.745350874,40230.545,31357.404,2022-01-01
Greece,GRC,EUR,3.4,0.89206066,17839.122,15630.777,2022-01-01
Guatemala,GTM,GTQ,26,7.6898,4477.542,34574.596,2022-01-01
Hong Kong,HKG,HKD,22,7.79755,46446.056,360293.67,2022-01-01
Honduras,HND,HNL,89,24.61415,2348.662,57739.11,2022-01-01
